timestamp_ms,waist_x,waist_y,waist_z,waist_gx,waist_gy,waist_gz,thigh_x,thigh_y,thigh_z,event_flag
318,-4.0165,-8.0115,3.5498,17.6400,-117.8800,8.0500,0.6032,-4.0309,0.2753,0
357,-6.4461,-7.1211,4.8160,11.2000,-90.0200,11.2700,0.3830,-3.0782,0.3854,0
40800,8.7942,-4.6389,-1.2327,-0.2100,16.1000,11.2700,-0.0072,0.5505,0.3854,0
40839,8.1168,-5.1774,-0.4979,-7.1400,33.2500,38.2200,-0.2442,1.1370,1.3069,0
40878,7.4873,-5.8931,0.1293,-20.9300,29.0500,70.7000,-0.7157,0.9934,2.4176,0
40917,8.0666,-6.9416,0.3279,1.6100,28.2100,126.9100,0.0551,0.9646,4.3397,0
40956,4.7777,-9.5602,-2.3386,53.8300,65.6600,138.1800,1.8407,2.2452,4.7250,0
40995,-1.8982,-9.8833,0.1364,69.6500,57.2600,72.2400,2.3817,1.9580,2.4702,0
41034,0.7899,-9.1772,0.9072,38.1500,-57.8900,6.5800,1.3045,-1.9795,0.2250,0
41073,5.0243,-8.0881,-1.7282,24.0800,-60.6900,-20.9300,0.8234,-2.0753,-0.7157,0
41112,5.7376,-8.3466,-0.3423,-27.5100,-26.6000,-27.0900,-0.9407,-0.9096,-0.9263,0
41151,3.6216,-6.5538,1.7115,-82.7400,-47.1100,-33.9500,-2.8293,-1.6109,-1.1609,0
41190,7.7315,-8.9762,-0.3519,-64.9600,-32.9700,-81.7600,-2.2213,-1.1274,-2.7958,0
41229,7.1953,-7.9134,0.6056,-17.2200,34.6500,-105.5600,-0.5888,1.1849,-3.6096,0
41268,5.5844,-6.2235,0.7468,21.1400,6.8600,-121.1700,0.7229,0.2346,-4.1434,0
41307,8.0857,-8.2054,1.4075,21.4900,-34.5800,-72.7300,0.7348,-1.1825,-2.4870,0
41346,11.1304,-6.0009,1.4601,36.9600,-40.1100,-33.3900,1.2638,-1.3716,-1.1418,0
41385,10.5799,-4.4881,-0.1604,25.4100,-34.6500,-17.3600,0.8689,-1.1849,-0.5936,0
41424,7.7171,-4.2296,-2.2237,-14.6300,-2.3100,-6.2300,-0.5003,-0.0790,-0.2130,0
41463,5.7806,-5.9003,-1.6444,-24.1500,14.2800,-5.2500,-0.8258,0.4883,-0.1795,0
41502,7.9684,-5.4910,-2.7383,-43.4700,12.0400,-10.6400,-1.4865,0.4117,-0.3638,0
41541,7.7769,-7.5184,-3.6479,-52.5000,-4.6900,-0.9800,-1.7952,-0.1604,-0.0335,0
41580,7.6501,-7.4059,-1.4625,-34.1600,-8.2600,-6.6500,-1.1681,-0.2824,-0.2274,0
41619,8.4089,-7.2575,-1.8263,-10.0100,-23.7300,-11.1300,-0.3423,-0.8114,-0.3806,0
41658,8.1001,-6.1493,-1.0412,-3.5700,-6.7200,-0.4900,-0.1221,-0.2298,-0.0168,0
41697,8.1097,-5.2804,-0.4141,12.1800,4.3400,4.4100,0.4165,0.1484,0.1508,0
41736,7.9301,-6.6878,-1.8646,28.9800,1.4700,2.8000,0.9910,0.0503,0.0957,0
41775,7.0804,-7.5495,-1.1513,21.9100,-9.7300,0.2800,0.7492,-0.3327,0.0096,0
41814,7.2503,-7.2192,-0.4596,32.1300,0.8400,5.4600,1.0987,0.0287,0.1867,0
41853,9.0288,-6.7046,-0.6726,69.8600,3.9900,14.2100,2.3889,0.1364,0.4859,0
