timestamp_ms,waist_x,waist_y,waist_z,waist_gx,waist_gy,waist_gz,thigh_x,thigh_y,thigh_z,event_flag
324,0.0024,0.3543,-10.5799,28.4900,-74.4100,21.3500,-9.1724,-2.0585,-2.9705,0
400,-4.7705,1.3644,-11.6211,-101.9900,-69.1600,69.3700,-9.1533,-2.0968,-2.9466,0
84,-0.8617,-9.0432,-3.8562,-5.8800,14.9100,27.3000,-0.2011,0.5098,0.9335,0
123,-0.6798,-8.8589,-3.6982,-4.2000,1.7500,2.8000,-0.1436,0.0598,0.0957,0
162,-0.7205,-9.1676,-3.7341,-6.0200,3.7800,3.5700,-0.2059,0.1293,0.1221,0
201,-0.3854,-9.0839,-4.0261,-6.7900,5.4600,6.3000,-0.2322,0.1867,0.2154,0
240,-0.8186,-8.9690,-3.9136,-2.7300,6.5100,4.7600,-0.0934,0.2226,0.1628,0
279,-0.7995,-8.8469,-3.8825,-1.6800,3.4300,1.3300,-0.0574,0.1173,0.0455,0
318,-0.6295,-9.1844,-3.8226,-3.5000,2.1000,2.7300,-0.1197,0.0718,0.0934,0
357,-0.5170,-8.9714,-4.0692,-0.7000,1.0500,1.5400,-0.0239,0.0359,0.0527,0
396,-0.7181,-8.9139,-3.9878,0.7700,3.3600,0.7700,0.0263,0.1149,0.0263,0
435,-0.7564,-8.9426,-4.0548,0.1400,2.9400,0.0000,0.0048,0.1005,0.0000,0
474,-0.8282,-8.9259,-4.0979,-1.1200,3.5700,1.1200,-0.0383,0.1221,0.0383,0
513,-0.6487,-8.8613,-3.9160,0.3500,0.7700,-0.4900,0.0120,0.0263,-0.0168,0
552,-0.4668,-8.9618,-4.0285,-0.2800,2.5900,1.4000,-0.0096,0.0886,0.0479,0
591,-0.9814,-8.9450,-4.1075,-1.8200,2.1000,0.8400,-0.0622,0.0718,0.0287,0
630,-0.8497,-9.0025,-3.9447,-1.3300,-1.3300,-0.9100,-0.0455,-0.0455,-0.0311,0
669,-0.6894,-8.8636,-3.9806,0.6300,-2.1700,-1.2600,0.0215,-0.0742,-0.0431,0
708,-0.4452,-8.9187,-3.9232,-3.5700,1.7500,3.4300,-0.1221,0.0598,0.1173,0
